4.215459883050847623e+01,-7.261103227723970122e+01
3.615114768298039394e+01,-9.758037778541176976e+01
4.626582786684782178e+01,-1.214206779929347846e+02
1.347035597142857100e+01,1.447477186142857306e+02
3.834261709403408958e+01,-8.361055859744317331e+01
3.499199344427083247e+01,-1.095074625119791705e+02
6.044322397933333946e+01,-1.503708924022222106e+02
2.948419639288972149e+01,-9.595633674001267366e+01
2.105851603571428754e+01,-1.575019598214285566e+02
3.819021677157623174e+01,-8.843482106821706168e+01
3.449038146788511483e+01,-1.177718336804177568e+02
1.818952457499999653e+01,-6.614881038055555962e+01
4.246590943590308598e+01,-8.880986343964757168e+01
4.499878398346456976e+01,-9.430543513818898305e+01
2.849562036138614118e+01,-8.174166992079209138e+01
3.248123854165049096e+01,-1.025893211951456294e+02
4.211631473089201450e+01,-1.117643324577464767e+02
3.011531533593819177e+01,-9.011723053097129821e+01
3.775995798657794467e+01,-1.213597745802281338e+02
4.554601161859154956e+01,-1.048900595711267698e+02
3.492689558616714862e+01,-8.018850738933718958e+01
4.048094197425818663e+01,-8.023134303267822531e+01
4.005242291433447122e+01,-7.618679717133105100e+01
3.404846370991501203e+01,-9.235815852379603541e+01
3.979916439038011333e+01,-1.053991040473684251e+02
4.055094010581395736e+01,-9.542661870813952874e+01
3.273101458488223159e+01,-9.662137077160599574e+01
4.235187291005434673e+01,-8.439735214646738370e+01
3.354401131751412635e+01,-8.558126179576269976e+01
6.921572820454545649e+01,-1.491206727727272607e+02
