,LATITUDE,LONGITUDE
586,32.03544,-102.08652
5037,29.85031,-94.89191
7949,34.2855,-89.059028
76,33.580769,-86.781281
2122,40.28588,-80.1788
2370,33.006709,-96.996093
2227,44.9844,-93.2787
6432,41.668631,-87.472829
5015,29.017544,-96.060292
517,40.45917,-80.19482
145,40.58971,-98.33974
9085,36.08256,-95.67245
1103,44.1681565735194,-105.842491302271
1748,36.2257,-121.1279
4539,36.6672,-107.9611
6589,41.617626,-83.555237
6064,40.46872,-88.39593
1094,39.74933,-104.99275
852,46.10396,-118.9184
2990,29.75608,-95.36433
817,40.832222,-91.218333
2775,40.442188,-80.000854
8541,39.75231,-104.99906
2230,36.13221,-96.01738
2502,33.07567,-96.80594
6583,35.15171,-80.83983
3711,39.74933,-104.99275
6286,39.832588,-75.424143
807,29.752863,-95.459685
5703,40.971102,-82.48517
3117,30.911465,-86.887276
3703,43.38391,-94.14706
1860,27.593261,-97.785898
595,44.269643,-88.308421
2788,39.440458,-81.449872
6761,38.99051,-87.72003
6345,34.28639,-84.38311
4778,30.013889,-94.029167
610,40.422,-80.5955
4495,38.51639,-121.19724
8906,45.618845,-122.462535
4180,41.860556,-78.445
6154,35.47121,-97.51788
6782,68.0322,-162.8992
5800,30.2368,-97.86504
9039,42.447211,-70.980472
3706,40.81577,-98.60739
5116,43.57486,-83.91588
4278,36.672834,-76.887309
6923,40.80203,-81.33885
2879,39.858,-75.323
8509,33.41702,-86.97085
1342,40.361105,-75.936838
2654,29.762778,-94.909722
5266,44.082,-87.6558
659,29.133889,-97.039161
8393,32.87271,-117.237735
2706,29.75894,-95.37096
4262,32.2531,-84.0691
4674,40.49682,-105.11552
3828,47.429475,-92.935021
4505,41.55869,-73.41006
1485,35.22585,-102.01932
7938,41.816013,-71.404427
4459,38.006584,-121.941018
1649,40.09584,-75.31056
3832,43.08692,-77.38734
3704,38.67995,-90.17185
4980,26.1322,-92.04034
1446,40.585,-98.318889
690,33.780708,-84.387782
3323,37.630957,-120.97472
7165,43.959893,-122.998005
339,41.656474,-87.625847
6145,42.0099,-71.6701
3522,42.08986,-83.36204
4715,33.244104,-86.820694
8208,40.0008,-83.0158
150,46.165957,-119.017218
7591,37.8824,-84.1025
6070,43.004785,-76.11473
8389,41.657886,-91.53929
418,40.0067,-75.0686
815,33.408492,-90.962802
3676,44.52438,-88.01261
99,41.626329,-93.583205
7106,46.723918,-92.436733
831,42.41399,-92.32887
8668,32.098036,-93.618534
3806,44.541944,-94.341667
5250,39.96334,-80.51943
9181,35.46882,-97.51734
3233,31.169408,-84.162558
2878,32.070729,-102.587361
8601,30.0533,-95.24476
8250,18.421713,-66.204524
6843,34.8491,-91.5889
340,40.23258,-76.83645
4251,33.7393,-117.1701
4902,40.82147,-111.92162
8648,39.112142,-94.579614
7211,29.75894,-95.37096
7444,18.4358,-66.0816
3535,34.0128,-85.9708
5052,38.3775,-97.833056
8306,29.77553,-95.77784
8683,45.352493,-93.870775
235,33.54698,-86.83465
3576,39.9022,-86.2439
3872,33.820322,-78.969288
7774,32.9285,-111.5899
7272,35.40004,-97.4641
7199,39.74454,-104.98486
3705,37.909832,-87.726456
8802,30.18139,-93.35889
8145,29.8223,-91.5427
3085,43.308507,-73.634808
2467,34.625853,-87.100856
3279,38.33833,-87.43099
5555,38.39223,-81.65835
2106,38.847491,-104.572053
5691,41.80725,-88.19779
2403,38.7074,-85.1048
7029,29.761449,-95.365
3759,32.39598,-91.173699
2910,45.2958,-93.5542
5618,34.32188,-77.99312
5765,43.493834,-76.456712
6856,38.822929,-90.014801
8843,29.336389,-96.679882
5041,28.169524,-89.222876
2957,39.7541032,-105.0002242
4752,36.7471661,-108.214028
3699,43.664021,-94.492559
2689,27.96214,-82.381158
5542,27.864068,-82.385139
4160,29.718368,-95.08583
2740,31.7033,-105.4564
8409,41.70625,-86.23564
4801,32.8364,-96.5464
1341,35.50767,-80.3297
3164,35.293806,-94.370361
8662,45.795,-87.9586
7697,32.195001,-93.901028
3485,35.097355,-92.73854
2262,41.893938,-80.749268
1758,39.9175,-75.1192
2481,41.28244,-84.292089
242,36.163345,-96.188988
7040,32.79729,-96.81072
2904,41.9997,-88.2445
6671,39.914428,-80.980123
3236,42.507192,-93.28041
346,40.86667,-96.619116
6875,36.71,-81.98
8847,41.518,-84.587
4672,29.7575,-94.903056
6200,31.160065,-87.985473
9050,32.498754,-91.975687
2364,32.998333,-102.813611
7003,30.58039,-96.24581
6720,41.382702,-90.513397
6392,39.546725,-86.814389
3311,39.779437,-88.904475
6008,39.25669,-78.0848
1851,30.4219,-81.6079
337,39.98301,-75.82791
3763,40.069229,-80.980665
2979,32.861516,-96.806516
7149,33.1807,-86.6959
7282,41.750585,-108.1903059
5066,41.50329,-81.6039
2803,33.99554,-85.16728
6911,40.5083,-122.4253
7653,33.758239,-118.240812
8267,37.7107,-121.4906
5685,43.09046,-78.99816
2,37.219099,-83.156046
2823,32.91593,-96.77249
6461,37.48133,-89.51445
4275,32.52923,-90.774508
7437,30.42,-95.0114
1980,29.80825,-90.01
5600,34.9708,-79.9208
8404,44.97588,-93.23386
3518,42.88261,-76.97223
5633,37.45973,-121.94164
5329,35.740686,-84.419177
2045,31.485771,-97.234033
5648,41.89897,-77.91413
7210,42.917442,-82.591679
5032,20.89618,-156.46367
1608,35.980941,-101.891253
5102,39.561,-95.1333
3417,41.539703,-73.822454
1532,35.300926,-81.545135
8396,39.13457,-84.50982
93,44.186805,-93.995493
2256,39.74497,-104.98943
2658,34.372516,-77.859466
6834,35.6739,-101.4105
5366,25.85784,-80.350826
6279,28.369724,-82.560119
8020,32.202436,-87.947919
2190,39.03672,-84.39019
2324,32.5144,-103.2819
2989,29.75608,-95.36433
688,39.45634,-82.279142
2391,37.894847,-86.685793
5257,33.46028,-102.56333
2169,36.759,-108.16097
1879,27.19682,-82.387017
7341,39.876783,-86.482113
4496,33.416151,-81.896431
4732,40.72211,-84.11329
4761,41.294962,-82.169967
1418,43.39696,-87.94775
8234,44.29769,-105.48555
6458,31.549684,-84.107872
7339,33.561822,-88.062285
4925,29.76012,-95.3638
1025,40.6106,-73.7614
3450,29.73245,-95.22894
8909,26.14594,-91.153999
8530,43.123065,-77.629544
7870,34.94458,-85.69987
8590,47.52103,-92.54146
3189,32.381672,-102.788063
7116,32.055048,-81.211428
6607,28.651637,-98.000845
922,37.75793,-97.3899
5536,27.905815,-81.916797
7429,36.151561,-95.989756
180,37.9849,-87.0259
5160,31.5225,-103.465278
2170,32.02786,-102.09198
7157,36.4925,-101.467222
8456,47.257694,-122.395259
7893,37.917778,-83.984444
561,34.57226,-82.4603
871,29.359644,-94.931297
249,41.965472,-78.633108
5450,38.65599,-90.1207
6016,30.1875,-90.98833
5137,35.120688,-81.555726
4544,36.065483,-95.92207
8727,42.722701,-83.254729
3635,34.50684,-84.763593
5181,32.408915,-86.320026
5101,36.189225,-115.188545
6270,39.840932,-75.226205
2728,29.75816,-95.36782
8158,30.3736,-101.8433
762,39.834118,-91.436791
8304,29.77553,-95.77784
2792,41.344025,-82.603452
8610,37.933569,-87.873408
3159,29.39529,-95.7245
1819,29.75788,-95.37013
6811,34.105278,-80.779444
115,42.14,-89.085
4486,40.641952,-89.646677
5821,39.759694,-80.861722
2046,33.91,-98.49
750,39.55904,-119.51061
1546,40.27724,-80.16623
4471,35.295278,-118.921111
158,30.21023,-90.99085
5845,29.32697,-98.667861
964,39.632853,-104.897636
4825,39.75099,-104.99733
6871,30.00235,-90.397107
7515,41.16543,-79.10101
7379,40.61109,-80.1045
6773,31.658978,-81.84287
6949,40.2767073,-80.1651854
7382,32.79866,-96.80541
8559,36.142139,-86.800147
1658,33.615,-117.831
100,39.90565,-91.41015
1282,39.9094,-75.1167
4607,42.35,-71.0583
7534,41.067,-78.3656
1656,32.33363,-97.68064
4952,28.563871,-97.849062
8521,38.981028,-76.944136
5313,37.0286,-88.3958
1386,38.224046,-75.341031
6623,30.238611,-91.244339
2635,42.26956,-83.13643
3511,38.8856,-77.0244
6816,43.06417,-77.93291
3227,34.455,-82.68293
7012,39.722098,-105.135202
3448,44.83349,-93.12
144,36.497,-82.77946
5193,40.976821,-81.775437
2139,33.13023,-96.86507
3038,18.466224,-66.105724
5608,46.4087,-86.6455
4827,27.5667,-99.5083
138,42.669167,-93.904444
1823,41.2598744,-110.979818
1599,40.27724,-80.16623
1805,42.093,-83.428
7589,32.9856,-83.8464
4392,37.1086,-93.2592
3453,30.156194,-93.339443
5198,34.5455,-85.311944
3521,34.706035,-81.000812
7067,31.609895,-93.5574
6990,31.658716,-93.324988
4132,40.556501,-89.666235
3664,42.3049,-85.5783
5155,42.3611,-71.0934
4806,43.7984,-94.8415
8102,33.31093,-97.526777
1119,41.554684,-110.048865
1127,44.7855,-93.4315
1837,42.5375,-73.7433
3122,30.506095,-84.710189
3242,37.15639,-107.77978
2659,39.734316,-87.393043
6285,28.924928,-99.08848
1638,38.80137,-77.12859
3822,28.671784,-82.484823
8488,39.74933,-104.99275
255,29.46277,-97.195958
5559,38.6011,-75.2629
4478,37.3475,-113.7639
48,35.5135639,-97.5788975
4698,31.481987,-97.240773
8510,41.4405,-87.7528
4979,32.79729,-96.81072
5054,27.949167,-82.420833
7819,32.16151,-93.713075
9010,44.95966,-93.19341
7172,47.719722,-104.091667
1333,44.16799,-87.70028
2938,32.79866,-96.80541
3578,44.5059334,-88.1299374
1116,31.9916009,-102.0832543
1030,40.3286,-96.8067
7687,38.1218,-89.695356
7159,28.994467,-95.356329
3500,37.5108,-78.9103
2639,35.46901,-97.51645
2242,37.0141,-108.0615
5495,42.8158,-73.6728
2120,42.283831,-71.583763
8222,35.4617,-93.8053
3717,39.142861,-121.636778
8167,29.43186,-98.33358
2238,32.8695051,-96.7895574
1707,29.77791,-95.5444
2179,38.92477,-81.79201
5412,32.30052,-90.19011
4054,36.083371,-87.93641
250,29.953741,-89.997638
2462,28.9047,-81.3319
2105,39.57429,-105.13314
4917,29.752554,-95.3704009
1229,39.5251436,-82.0625052
8511,64.853667,-147.824528
4055,30.709033,-91.320677
6283,37.87039,-122.26344
8606,43.035135,-88.791556
1947,35.53376,-97.52976
6377,37.379616,-97.966442
1137,39.7436,-104.68
5379,32.93476,-96.81801
8324,31.14703,-88.17364
469,32.8146,-103.7705
4975,37.71064,-81.898908
1450,34.42806,-118.64661
3980,40.623989,-78.912658
1285,31.79472,-106.5922
1224,37.1753,-81.9617
7349,32.514014,-85.828028
3662,37.36815,-121.94148
3407,30.0383,-96.9872
8038,27.487024,-82.551166
6249,37.90666,-97.81166
3416,42.970089,-73.75437
2356,40.36135,-75.71605
5881,34.14176,-119.18398
4543,47.687074,-117.212673
5721,40.5854,-104.83181
9012,47.267146,-122.4329
6508,42.6658,-88.0131
8231,42.788059,-105.613954
474,35.9306,-79.2941
1435,30.708381,-82.064558
1617,32.649535,-114.039174
628,36.009924,-96.099233
847,40.9147,-96.6408
597,32.717251,-97.443544
3488,41.109722,-97.971389
2674,35.46901,-97.51645
1419,41.442661,-81.66421
9070,37.776052,-88.390933
5771,39.1467,-75.5461
6066,36.15106,-95.99127
6479,40.768613,-111.926354
8401,41.868525,-87.651633
3520,36.54681,-119.58162
4167,41.96867,-91.66646
8281,29.75816,-95.36782
7300,42.6432,-73.1135
5801,33.32412,-111.85919
2379,29.860523,-90.453429
6128,29.710967,-95.119144
5538,28.168056,-82.141667
3282,39.7281,-84.2103
7179,34.28581,-118.791555
16,41.83491,-87.91633
2035,29.933336,-93.935038
3769,31.730937,-90.046656
6225,36.221695,-114.889838
3555,46.053153,-118.843934
7857,40.43921,-86.8601
4383,35.58951,-88.876253
8192,43.64075,-70.32198
5571,29.7854,-95.66598
1931,38.2431,-81.556
7621,32.161288,-103.828358
1645,40.8817,-73.2899
7083,40.745591,-112.044208
9186,39.54805,-104.86582
8097,35.467315,-97.510185
6861,38.73555,-84.40818
2488,32.409368,-91.487253
174,41.143573,-92.647934
2311,34.65119,-84.95693
1937,37.22438,-95.70816
7363,43.299,-76.381
7373,40.2443,-76.8541
1310,34.00071,-96.45341
2471,36.970042,-82.604399
5998,30.096908,-90.843978
2793,33.557464,-86.799671
1415,32.811218,-80.107048
4297,40.036269,-109.45371
4728,34.62946,-87.01574
6617,42.4564,-73.2181
4372,42.9089,-112.5239
7863,40.678953,-78.234728
8055,35.04299,-85.3093
2943,29.7574,-95.36843
4390,29.75687,-95.37218
321,33.377246,-111.528771
6110,31.510091,-97.170302
6529,41.0768,-74.0181
1144,36.13328,-95.96726
23,36.062167,-95.974333
1552,31.511427,-85.995735
1592,40.7586,-73.9592
3976,31.9626279,-102.3807553
3094,41.12723,-77.45586
8286,43.119775,-85.561689
6213,29.734687,-95.148842
5776,42.20446,-71.15937
2544,35.8628,-76.7831
359,37.107705,-100.796294
4068,33.248394,-81.484959
423,35.23147,-119.57948
919,31.06255,-93.961116
4855,31.99692,-102.077654
3554,48.435226,-116.48628
437,35.1268513,-119.1855785
1731,33.5883,-85.9731
5902,30.342033,-93.848444
178,40.78449,-82.52327
2715,29.75894,-95.37096
6895,31.887547,-101.7019975
3246,35.914488,-81.593527
4668,46.972405,-122.292799
4150,40.418206,-89.468044
6293,44.738333,-68.825833
4507,37.634731,-76.748416
7546,29.73177,-95.43444
2303,33.056714,-79.941352
4793,38.62834,-90.19246
2352,39.036314,-94.794083
7927,36.615862,-86.558936
5085,32.93476,-96.81801
3517,41.81333,-90.52444
6452,33.516814,-117.620387
624,40.371053,-85.198134
3044,43.1794,-115.7328
8112,32.610278,-103.311944
5297,39.74714,-104.99658
271,32.692737,-92.081484
7725,30.35415,-97.80127
5695,41.46339,-87.32624
2841,29.1351,-96.6591
2336,39.74369,-104.98777
8770,37.675806,-87.270611
1908,34.88861,-95.40564
2956,39.74369,-104.98777
1416,26.795556,-81.960556
4454,21.9786,-159.3422
8470,41.620389,-87.170278
5228,27.1886444444,-90.2687475
416,43.705695,-116.281228
1381,40.56494,-85.72791
1497,46.88357,-96.86716
2358,30.553364,-91.202428
5923,41.6552,-86.2962
2808,34.221569,-91.907406
6369,34.180594,-101.627387
2959,39.74369,-104.98777
3626,28.6181,-97.6381
7000,41.928249,-89.000209
1475,40.908951,-104.892167
8898,29.93462,-95.65033
855,45.01368,-84.67351
6591,31.408633,-89.086783
3553,47.277262,-117.406708
5188,39.124005,-122.127028
6465,36.22748,-95.27968
4197,39.4851,-86.4176
6431,40.58629,-74.20061
6560,40.35597,-77.65299
3516,32.065225,-96.431714
4177,30.7766,-89.8577
110,43.45953,-88.55413
4260,33.360815,-88.458046
9209,46.60619,-120.39197
4283,34.735,-87.3108
4549,38.89568,-94.67305
5487,39.499528,-80.561761
7081,34.56075,-92.482556
5928,30.01418,-90.40521
1533,41.50897,-81.68229
8107,32.42615,-103.148564
894,40.60852,-79.72701
5007,33.177689,-95.880534
7311,33.1898,-112.67612
519,40.065556,-76.318333
6388,41.119594,-83.971018
4142,41.6974,-86.4674
6787,38.15728,-122.56884
234,36.6659,-120.1382
8312,41.4774,-83.4616
812,29.752733,-95.459855
693,40.4591,-80.19626
8700,31.268888,-103.086666
4776,29.71727,-95.11327
5978,46.070856,-99.795221
4635,31.798037,-92.177289
5969,44.586185,-96.89945
8814,44.339088,-85.40545
8077,40.7335,-86.3915
8204,39.296237,-76.592889
7273,41.475589,-72.068786
149,42.739417,-111.541421
7180,36.543164,-94.583079
7058,42.0917,-79.2417
4769,30.408626,-91.180829
961,41.258598,-97.037286
7267,35.682582,-78.844874
3749,32.162739,-94.338287
1022,29.9534,-91.3219
3885,34.66979,-86.61282
5781,42.95071,-76.57087
5516,40.6206,-85.3057
6390,40.941948,-85.807883
5751,49.001,-122.2214
5970,44.235314,-95.775103
6205,37.4992,-122.411
4190,34.2337,-80.658
2026,32.81353,-96.95529
7200,39.7312095,-104.9826965
6355,40.965933,-94.79506
5976,45.534084,-98.784482
1976,37.76205,-121.95817
1582,37.54354,-101.19905
6693,39.1756,-84.5022
6537,40.813761,-77.858613
3620,40.8275,-73.6478
1690,32.223334,-96.787501
4149,32.466667,-104.570556
5967,45.06741,-97.797409
5167,39.96056,-76.5925
7766,39.57429,-105.13314
2564,39.542841,-110.730126
4676,27.960496,-98.594081
1922,31.770001,-102.5
420,40.84299,-89.56419
6063,45.52774,-122.42367
1502,33.53645,-112.30267
3237,41.4417,-88.1728
5604,34.933713,-88.901149
8711,45.55786,-121.1356
3868,30.474444,-91.183056
3787,29.6933,-91.2258
6254,38.288982,-96.192252
940,37.636797,-91.131894
823,45.7181,-108.55
3466,32.77259,-83.63014
5994,34.503981,-110.33618
5617,33.56848,-86.77453
539,29.75512,-95.36188
1806,36.18364,-86.87813
2229,37.38538,-121.14088
1786,46.544937,-122.926313
550,32.586745,-83.591784
6057,33.989444,-117.681111
9123,28.175976,-97.281664
4051,40.278217,-83.507965
1307,43.55865,-89.49912
2332,39.74369,-104.98777
2606,39.393806,-91.203389
1308,44.91034,-91.8788
3659,40.38823,-76.63433
3439,30.973061,-102.97139
4502,35.969167,-95.918167
5975,43.76051,-94.75427
8626,41.126784,-80.68152
9171,40.67191,-80.11471
478,29.64174,-95.0654
6857,32.001388,-95.2675
5972,46.82033,-101.76015
142,38.759188,-94.825252
6389,42.324722,-94.289722
1227,27.818373,-97.502778
4159,29.359644,-94.931297
4914,29.76012,-95.3638
1593,40.7341,-73.98868
3039,34.0911,-117.5256
4394,32.0488,-100.6821
5336,32.999,-96.5796
8759,34.821895,-102.370362
8282,29.75816,-95.36782
7102,30.5804,-87.0621
535,39.28023,-76.57112
4338,42.70278,-89.02361
7592,40.579722,-96.964722
5225,30.50615,-88.53594
6946,40.2767073,-80.1651854
7025,36.66771,-98.75314
3074,42.45544,-83.040949
7662,41.25052,-72.9996
3845,35.768758,-100.379967
5790,35.04991,-90.15314
1882,38.352264,-84.54464
8193,32.99758,-96.72214
6386,40.29824,-85.65283
5501,43.182208,-107.541229
3525,27.6871,-97.9021
6421,43.80342,-98.10491
6384,42.32502,-93.65963
7494,35.073992,-95.474415
401,43.461,-75.412
6730,40.76497,-111.92439
7163,37.35109,-77.49563
4573,35.95722,-79.93335
3752,32.043354,-90.13401
7279,37.71083,-89.21754
3136,38.03749,-120.94487
5974,46.51388,-100.79812
396,38.0781,-79.0635
8762,41.43334,-88.77387
4154,41.019022,-79.716278
1905,39.8668,-77.6859
4458,32.696772,-117.145403
3023,30.24478,-93.288546
8661,44.5047,-70.2403
8956,39.521,-84.40502
8117,31.501667,-102.640277
6971,40.8697,-73.8258
4890,40.438766,-78.595019
2569,39.9208,-87.445
1771,44.5364,-92.9147
892,70.260531,-148.446866
8307,29.776182,-95.779403
4474,35.839798,-115.615473
3906,31.747395,-102.851484
6869,30.05955,-90.666842
4266,35.2081,-77.1242
8375,42.389978,-72.537008
2965,48.746,-122.486
8911,41.4486,-72.8358
590,29.93876,-95.3509
2761,35.3048,-111.0939
7092,36.7592,-108.35967
7550,39.281445,-80.69374
5040,28.20876,-88.73474
592,30.16115,-95.45389
3534,40.7686,-111.9289
6915,35.1716,-106.6019
4760,34.28842,-118.40075
3228,41.08312,-81.51766
5700,41.62152,-87.16148
7853,36.6526,-98.7673
8927,32.9309279,-96.7949137
8395,41.78459,-87.59005
1491,35.118996,-92.505612
4465,42.775556,-85.678889
1131,37.458904,-101.170165
8072,35.387778,-93.570278
513,29.78434,-95.64861
4123,39.9661,-77.5581
7976,38.26035,-84.534367
2252,35.899298,-78.840802
1309,35.632554,-80.788799
7304,37.621665,-97.282695
8273,36.08256,-95.67245
6105,40.4891031,-104.9155243
2040,47.626529,-117.504278
4069,41.687645,-87.554445
760,30.738055,-84.49394
6862,38.89689,-83.903255
5973,47.251575,-102.7194
2673,35.46901,-97.51645
4117,33.953033,-98.684875
9079,43.75,-70.1569
5305,43.99187,-90.07219
5444,38.547492,-104.661847
5337,18.17882,-67.150378
7021,30.7217,-96.4599
9026,40.6191,-76.45
5817,42.96506,-78.71458
7836,34.586443,-96.287956
2621,33.5972,-86.629
7140,29.95774,-90.12955
6676,32.373611,-93.644167
8986,45.0869,-87.6881
5381,61.210854,-149.846558
6677,41.48127,-87.03361
6021,40.022339,-74.255145
5630,30.0911,-82.236598
2616,40.47166,-75.767
654,32.74631,-97.3416
9210,41.30291,-72.932742
7488,34.145023,-118.183491
618,32.543572,-92.766871
2594,40.480306,-96.541417
7307,37.377418,-93.342656
2905,36.7743,-76.3119
7411,17.957711,-66.236355
8940,35.479833,-88.077522
6068,36.15106,-95.99127
6762,29.937982,-89.977291
1812,18.408363,-65.93762
6797,38.04254,-97.99561
4014,47.92182,-103.77651
7974,48.253069,-100.431591
7228,32.14838,-88.84151
6250,38.846149,-93.36692
1320,41.97089,-91.64764
3460,42.791391,-84.69001
8676,37.23215,-80.42173
8235,28.2672,-88.3989
3674,60.83918566,-151.6153143
7486,43.0978,-70.7842
2898,18.13192,-65.808347
1563,34.045505,-117.336573
4162,40.714167,-84.132222
6323,42.213044,-85.556083
6406,38.225239,-121.976742
7471,33.78328,-117.74998
6952,41.3033,-84.3386
2528,39.74431,-104.98858
6349,33.236143,-84.124978
7190,44.84786,-93.23745
9183,35.46882,-97.51734
2685,34.807015,-82.192094
902,41.50926,-109.47323
7648,41.38461,-73.55355
6117,37.77543,-87.10257
7500,32.9312475,-96.84046
6340,41.328904,-88.878568
8733,30.33381,-97.62195
7994,33.567946,-84.254731
2997,29.75608,-95.36433
841,31.4417,-102.462
489,41.9227,-72.6255
4058,26.9389,-94.6887
4896,17.7102,-64.7544
2805,30.462447,-92.530435
5799,30.27065,-97.66924
6566,41.3319,-72.0792
872,32.9701,-79.8905
4626,34.05624,-118.24312
6443,18.4711,-66.6994
4021,29.752554,-95.3704009
6678,32.607498,-95.19722
5792,47.569331,-122.367332
5216,35.71785,-95.42943
8416,45.9685,-86.254
4947,36.8358,-83.0331
6385,41.17562,-83.3806
2980,32.861516,-96.806516
8766,32.2107,-93.4413
2998,29.75608,-95.36433
3672,37.1575,-76.6911
2172,32.02786,-102.09198
457,29.702,-95.071
5292,40.61855,-83.15954
6142,37.581667,-97.425278
5191,44.24067,-86.31006
1540,40.1143,-88.958
9147,32.907723,-97.465856
3709,29.77,-95.37
4010,46.090012,-103.660456
551,35.447778,-95.962778
2134,35.4711808,-97.516602
8054,40.133394,-74.804474
6195,43.279722,-95.8125
7748,32.74631,-97.3416
6463,35.032308,-89.882662
3696,27.325908,-90.714153
5042,28.159885,-89.239127
1214,25.938869,-97.395248
6076,43.149,-88.1221
8995,33.809754,-101.939941
8134,29.75815,-95.36783
3091,30.186144,-93.331209
4237,38.005965,-87.549475
3881,38.414353,-82.384179
8096,29.78754,-95.61767
6812,34.126966,-84.037068
1235,41.15525,-95.81063
1639,40.7349,-73.3836
7801,31.9842,-89.4131
2968,42.0317,-84.755
4414,43.5634,-96.7188
8295,39.9422,-75.1875
7969,41.592096,-71.427317
6051,37.511107,-77.371012
4272,44.055179,-122.952998
4610,32.3766,-94.6415
3028,32.388258,-90.888467
7008,42.2403,-89.1025
1286,31.0467,-96.2631
3653,41.5394,-109.9557
6411,30.230982,-93.292406
6908,44.5661,-92.52892
2031,32.00004,-102.07569
1825,32.167337,-94.424222
6899,31.877504,-103.937602
9088,36.08256,-95.67245
7752,31.9381,-94.9883
4690,34.189266,-80.284977
4971,30.04918,-90.68403
7825,30.68696,-90.56578
4119,32.118437,-94.707114
2974,38.361198,-81.597345
5727,45.301333,-96.511361
2381,38.40639,-82.02028
6146,33.4225,-111.9122
5981,41.24817,-96.07309
733,39.29,-74.6339
7606,31.361795,-101.776403
4200,35.77227,-80.82308
3402,41.897173,-83.361645
475,31.2816037,-95.5197394
563,38.5961,-90.2128
5968,48.215615,-104.396623
7804,39.742394,-104.987374
549,42.121012,-76.810717
5770,44.973474,-93.267695
6471,34.02486,-118.03253
8397,41.809771,-72.261402
2552,33.8376,-83.6996
6441,40.41393,-85.01926
4208,40.718333,-84.116389
1490,35.05226,-85.0902
7089,35.39511,-119.04652
1619,42.733339,-93.910902
6378,35.16677,-89.95893
2536,60.80718265,-151.6351154
1258,32.2722,-101.4222
8251,29.851345,-89.830508
211,45.993367,-96.648999
2349,45.064036,-83.424389
3882,36.990641,-76.432803
3452,39.216111,-76.57
8387,47.3527,-92.5764
5038,28.75448,-88.26732
8798,45.76981,-108.49823
8140,31.2253371,-88.0705319
6865,40.517295,-74.430326
326,40.33873,-78.405175
4315,46.837778,-119.176389
90,42.955455,-85.479053
5603,35.78505,-78.667516
3920,41.2908,-79.8061
627,40.173694,-84.971694
3801,28.20196,-98.899217
2550,31.5357,-84.0244
1889,40.76497,-111.92439
8952,44.3621,-89.0817
6806,41.80833,-71.53471
1481,28.851877,-82.436577
5890,30.16047,-95.455938
8034,30.534915,-91.418809
1142,40.805086,-80.080106
5777,32.735323,-117.208299
8355,39.8071,-84.0697
8258,36.133056,-94.256111
183,38.496367,-82.670282
3547,47.917428,-116.755223
1486,30.54942,-91.20539
212,47.191058,-98.42561
6784,46.878642,-102.296038
8597,43.066639,-94.679167
3141,38.2935,-85.5322
8095,32.302085,-95.292364
7538,39.2794,-88.4772
6364,34.4639,-118.5945
5265,34.2072,-119.2511
6581,43.4929,-116.7045
6087,32.6055,-117.00504
7993,33.151313,-85.512408
4444,41.023749,-98.87511
994,32.7871,-96.80262
404,34.11432,-117.92861
4047,29.78026,-95.62931
3761,29.73177,-95.43444
7397,29.75507,-95.37031
6407,35.32673,-81.62467
7158,27.922352,-97.290298
8342,33.95649,-94.756928
3461,42.773144,-84.529325
1039,40.41928,-75.62197
5351,32.3558,-81.1683
3888,42.3512,-97.70688
6005,40.352206,-104.587772
6126,26.19857,-98.22361
266,42.259646,-84.789726
638,28.651637,-98.000845
2768,35.6159,-109.12496
106,33.605845,-86.5201
4726,42.024167,-93.511389
5707,40.86692,-96.65328
369,32.7564,-104.2111
3870,37.1569,-87.3809
3397,30.082397,-94.074476
8731,33.9585,-88.992056
4688,31.244429,-89.045353
6767,41.45263,-72.13475
8369,38.3688,-81.6786
8876,43.245085,-70.962177
4766,41.12639,-85.89325
7126,29.89395,-92.06683
261,39.71923,-82.61895
2189,29.744193,-81.642583
593,30.16115,-95.45389
6887,32.0139,-101.2789
3563,42.45,-70.9739
2240,31.190833,-102.989444
1145,36.13328,-95.96726
8835,41.793235,-89.885568
7148,48.40768,-102.927547
8454,36.94027,-76.30027
6194,42.4641,-85.6941
4883,37.11465,-120.94311
3581,36.38343,-87.64893
7894,38.544371,-82.928643
5031,32.925467,-96.81659
5149,35.7858,-89.8699
7839,31.502598,-101.911987
5594,41.031121,-85.216174
208,44.8491,-94.8969
7265,39.71611,-86.205
4064,37.345273,-87.436094
7943,32.96749,-82.81749
9148,32.7847,-93.3744
3510,40.159344,-74.776695
3771,34.4017,-80.1589
4393,45.453963,-98.137741
575,39.7541032,-105.0002242
3120,30.16472,-83.60487
3405,28.945539,-90.031099
1544,33.963256,-81.049798
6881,47.263975,-93.62817
248,33.955694,-86.815268
8464,33.4833,-86.9261
5620,26.577845,-80.751408
9036,41.584333,-72.041602
4118,36.281344,-91.632378
879,47.59043,-104.0005
7082,33.1351,-100.5208
1109,36.11468,-94.14823
3492,40.7549,-95.3953
9047,29.954933,-95.41874
1868,29.7574,-95.36843
3734,40.70483,-84.08
3966,28.353343,-98.559177
7886,29.703682,-95.396186
6288,31.6615,-102.1383
3701,41.814436,-83.836092
8133,29.75815,-95.36783
2195,32.9175,-111.5041
2821,32.91593,-96.77249
8774,45.356397,-122.614836
6793,39.372677,-77.343385
5022,44.22714,-86.28836
7244,42.154981,-72.526419
4332,27.2567,-98.9001
7271,27.762601,-82.20147
1279,32.58901,-93.51512
1667,35.71958,-90.684793
3751,32.24565,-93.28233
