,LATITUDE,LONGITUDE
4689,43.612789,-72.326669
8573,38.324402,-87.205988
7609,35.18,-96.546
6718,32.2363,-108.5494
2853,38.02152,-84.25715
9219,32.84142,-104.40106
4665,41.626842,-87.598598
5900,44.016,-105.9864
710,28.0534,-81.8059
5053,42.294814,-84.358853
9131,46.6054,-92.38528
8363,39.01333,-82.99805
7922,34.296639,-90.073836
3312,41.67386,-88.07425
2764,35.2894,-112.755
6934,37.248291,-81.801588
648,35.27213,-89.97896
2044,28.69465,-96.90594
1740,34.390033,-118.795921
7784,40.71044,-84.10831
8544,40.290792,-80.987631
4998,43.034603,-75.707071
3142,42.3702,-83.3955
5706,40.53289,-78.38533
525,38.620785,-90.211635
5005,41.952205,-88.13999
2865,38.954271,-122.611851
2538,40.94229,-81.68192
5201,39.607222,-78.921944
6513,40.661143,-79.323626
302,39.49188,-96.04486
4027,33.580772,-96.534544
2367,42.37642,-83.26104
7779,35.962099,-101.815592
3933,39.40448,-76.32004
7898,41.276155,-80.271841
3745,33.687237,-96.449113
7052,36.925423,-81.26208
9102,29.295669,-95.937442
8044,34.739917,-89.810833
6820,35.276515,-106.67104
2004,36.151561,-95.989756
7449,31.303695,-88.745178
8761,32.63267,-93.39071
2163,39.63789,-104.57387
5061,37.97775,-87.60058
7284,37.21293,-100.34524
5682,32.60055,-94.66629
5004,32.410321,-92.981498
1520,42.110086,-83.494311
2576,40.466533,-80.036721
8678,37.38405,-121.9657
4773,33.585139,-101.88625
1454,37.10544,-120.283225
6373,34.454167,-120.646667
1420,31.0451,-88.0357
3639,39.2661,-76.6042
6545,38.89656,-76.95738
2915,29.63153,-95.40184
5980,43.82565,-93.39786
2807,40.639851,-79.127296
2628,39.540246,-110.43179
4555,30.19283,-92.01245
4791,29.70231,-95.05492
1705,29.77791,-95.5444
6259,32.191194,-94.266417
8502,36.05967,-95.95785
490,33.86716,-117.52413
3944,41.98016,-77.68692
2491,39.67317,-75.66861
215,32.85467,-115.52505
2844,43.1606,-95.2569
7925,34.538528,-89.016417
712,39.3092,-91.5369
1719,35.677746,-106.087855
2993,29.75608,-95.36433
5211,35.630714,-118.969809
8182,38.21679,-85.56544
1804,35.2597,-91.3631
2156,60.67884,-151.37876
4151,27.579974,-80.480171
6178,35.9711,-79.0819
8779,38.0906,-97.8747
8612,33.79699,-118.23971
1714,39.74565,-104.99037
6308,64.73465,-147.347118
4533,43.10891,-89.35535
9032,44.8864,-91.5158
6550,31.5839,-102.9636
1133,32.8623,-96.8101
3200,32.083562,-95.581728
2657,39.18631,-84.49986
8599,28.10777111,-92.4451011
3281,39.9414,-104.6817
8468,47.41326,-93.06357
4787,34.6063,-106.732
7014,38.3949,-78.8861
2185,40.528768,-84.389757
9071,35.78699,-78.57027
6262,33.899538,-118.15141
9069,39.34764,-121.81628
5657,36.5567,-100.8839
655,41.682318,-106.11105
7858,41.922263,-71.083905
4929,39.174704,-89.623277
5834,39.73359,-84.62415
3844,35.69202,-100.33917
7277,26.745,-81.129167
9200,36.7561,-108.05952
3003,30.47085,-91.13277
6031,35.850289,-99.41172
3036,40.7375,-74.1211
718,48.288685,-102.223876
293,36.390381,-88.481323
5104,38.388616,-87.202099
1998,30.94717,-88.16743
5669,40.725918,-96.237301
3849,40.832483,-74.157014
5460,41.8081,-90.2345
8885,39.74846,-104.99402
4645,45.69543,-91.83957
7504,35.375625,-91.837311
2903,42.4407,-92.4205
7085,31.505472,-100.39063
7541,40.4967,-80.0756
1750,41.6835,-87.5563
3688,47.58487,-95.205016
6368,39.872093,-105.240616
1159,44.2182932206393,-106.060932820844
2964,29.76142,-95.47883
3934,30.1694,-91.9923
5829,32.726031,-117.143292
3442,31.1761,-87.438268
9040,44.0940663313877,-106.229719317401
3061,41.7524,-71.1052
2469,32.4033,-97.6986
3608,36.999,-121.5363
5206,33.8122,-83.6954
1697,41.37403,-81.47463
2499,33.07567,-96.80594
8101,31.853619,-101.790614
6089,41.524265,-83.020356
5748,41.524895,-109.521106
6236,37.12013,-88.81111
8838,40.97969,-107.71353
7659,34.307569,-118.551235
2820,40.7164495,-80.1205256
6666,39.74933,-104.99275
3071,42.55553,-83.02938
3831,35.462533,-100.396697
3982,29.9335594,-90.0700051
7094,34.0124,-117.2154
3760,32.311838,-92.268272
1579,34.959333,-88.421139
7995,33.829636,-83.691207
4821,37.52746,-82.80019
2560,42.506,-90.6527
3562,41.72295,-72.23935
7296,34.038555,-117.8237
9220,32.72791,-114.65371
4,35.2998789,-119.742604
2756,32.939625,-112.065783
6220,35.620679,-100.974411
4216,43.61906,-116.20806
3784,33.77695,-118.23042
7761,41.1141,-94.3499
1925,35.05026,-85.18439
6428,37.518955,-94.274363
4598,36.3135,-119.597306
9021,36.4364,-77.6167
7798,41.6722,-93.6769
9024,32.71282,-97.53077
2109,38.9658,-92.3175
1610,37.070656,-84.616671
3464,30.362221,-96.08889
4784,42.5164,-83.6189
5750,45.9034459,-120.213925
646,35.36353,-94.37573
6974,41.5404,-90.4483
7686,39.15627,-91.91408
7792,42.0472,-92.8627
8180,32.47262,-93.50815
967,39.75982,-86.85381
300,33.372167,-91.00575
4834,47.5306,-92.1619
7333,40.220833,-76.927222
1362,35.451805,-86.843132
2286,40.76235,-124.08941
314,39.439972,-85.876694
5755,41.019046,-79.901903
2741,31.7737,-104.9078
4427,33.804312,-118.283922
5009,44.191356,-86.264558
865,39.95028,-105.201274
204,40.64008,-79.61118
4102,34.689835,-86.609757
2688,40.484296,-90.637965
2735,28.985354,-89.608299
8969,42.59398,-84.46929
4653,42.105937,-87.813975
2527,38.92849,-94.40081
5984,44.97967,-93.26989
9125,36.1491,-119.2289
103,41.890683,-83.992445
8984,38.7878,-94.985
2418,37.9416,-121.3273
7421,36.159288,-95.996478
7750,42.5267,-92.4394
8007,40.050579,-75.585362
8738,40.270359,-75.654282
3558,38.18306,-89.622481
6549,43.935,-106.0688
6491,32.262797,-104.144584
7667,31.22517,-88.70468
2623,32.4100083,-92.9750138
8005,39.26551,-76.9267
4798,34.1775,-118.3147
6003,37.408333,-121.929167
8858,41.89323,-72.708993
6413,40.608388,-75.45599
3131,44.826193,-93.447839
7809,30.2554,-92.0433
6707,47.61373,-122.19453
5739,42.482058,-114.048671
7701,40.8541,-73.89092
5936,31.805175,-94.526561
135,44.7258,-75.4417
1675,35.46735,-97.5145
3673,27.8159,-97.49217
1143,41.8211,-75.684814
1472,41.43896,-105.94412
8283,31.75853,-106.48587
5886,43.63751,-104.54032
5943,32.68204,-103.14912
8754,28.952141,-89.822183
5489,34.71411,-92.33253
6942,43.0293,-87.9518
4857,44.2598,-106.1193
4745,33.67103,-84.34245
4957,32.3494,-108.6975
223,38.59167,-82.81944
8771,19.904893,-155.883239
1895,30.610401,-102.579371
726,47.675155,-117.387747
8859,35.535897,-108.643417
5797,45.370186,-122.588485
1689,48.938161,-103.746766
8025,37.49548,-121.98914
7668,36.895833,-86.902222
3657,37.738204,-82.149605
5420,41.58758,-93.62616
7276,34.694049,-114.611213
4036,39.891497,-80.449219
5469,29.339345,-98.43792
3790,42.68109,-85.297807
114,38.549361,-90.530806
4456,39.09991,-94.58319
7625,40.27764,-79.98788
6565,47.344555,-103.0991
5675,34.271512,-92.816119
3212,32.04663,-102.16955
2736,28.978474,-90.176302
8047,41.20649,-86.65971
8089,27.94,-82.45
5418,41.58758,-93.62616
4464,40.2475,-79.8863
4819,44.1212,-103.2608
1577,33.35852,-90.573071
2744,32.9861,-102.75013
5754,45.7769,-121.626
5224,38.0728428,-98.9680427999999
8004,38.8021,-77.5017
608,41.608722,-87.337224
8257,40.471978,-79.196822
2842,32.81216,-96.80534
7985,27.954496,-82.348041
8181,33.234785,-90.620417
9065,39.7434,-104.98739
7225,31.316803,-90.040515
533,31.51621,-82.461555
8042,35.94181,-89.31276
5960,46.01382,-112.53437
8292,39.90698,-104.99908
6325,39.2986,-76.5636
5523,44.3115,-72.70565
4740,40.724276,-73.59322
1248,35.0986,-78.8294
2113,39.72025,-79.70002
1439,35.698244,-101.357744
2501,33.07567,-96.80594
1394,37.093176,-120.225005
292,38.377528,-86.777306
833,44.0874,-103.2627
2068,38.49653,-81.31137
3512,35.832054,-78.319739
4004,47.095,-122.2878
3757,31.87482,-92.26317
2482,35.790939,-119.294464
5368,42.1364,-71.4478
5741,42.023456,-110.569218
5861,29.2639,-95.8997
2947,29.7574,-95.36843
2852,40.731721,-73.611541
2247,35.1285,-77.17
1110,39.317997,-108.265175
1575,36.460519,-86.176366
8713,37.13499,-113.46056
4949,32.9217,-94.7158
303,43.942122,-84.93902
2565,39.10036,-84.50994
6603,40.27376,-75.81392
8105,30.1152,-93.282699
2013,37.21738,-93.29062
3577,33.844,-84.24219
1526,64.291944,-149.185
3978,58.081802,-134.641206
7654,41.39919,-81.62666
2030,33.42783,-111.82279
5055,41.665943,-78.637962
8839,40.455367,-109.528521
4214,42.4926,-83.44298
5853,36.14427,-115.22733
547,33.83458,-117.91401
2373,31.191713,-94.788946
305,37.3823,-87.6177
5484,30.188952,-88.163127
5357,38.3864,-97.61
116,45.24949,-93.87488
2945,29.7574,-95.36843
3169,26.768814,-80.101219
2386,38.2606,-90.3766
2944,29.7574,-95.36843
9031,41.68422,-88.24026
7859,40.675359,-89.505043
2396,35.490363,-119.042957
4545,42.2797,-85.4922
3833,35.491672,-119.041739
514,37.73134,-121.12385
4959,34.05651,-118.24976
1601,41.87027,-87.88811
3542,37.9703,-100.8956
912,38.77,-90.44526
4161,29.718368,-95.08583
4213,42.4926,-83.44298
4935,45.0291,-84.7332
4063,37.2969,-77.2833
7646,36.6525,-76.9953
394,42.951487,-76.586758
3075,42.450742,-83.034595
7063,39.260167,-81.678893
1084,40.768594,-107.763621
542,29.75476,-95.36985
7093,33.097122,-117.200478
2351,41.65144,-86.90338
2777,40.442188,-80.000854
4601,38.7619,-89.0128
1412,32.36598,-95.11055
7650,38.984,-94.537167
1827,43.9842,-75.6225
3642,35.64279,-87.0437
7558,40.9572,-72.8664
649,29.93876,-95.3509
7737,43.0803,-75.6003
5099,31.61294,-96.503316
6868,38.6996,-88.5392
960,36.88588,-90.3113
4746,35.610378,-118.891755
5107,28.101776,-96.381066
5888,30.1261952,-95.4672962
526,38.620785,-90.211635
7624,38.6803,-94.4824
2930,37.17205,-94.56392
1960,39.15524,-75.52871
8148,31.962646,-94.275097
2292,32.7971,-116.972
862,32.7561,-97.33226
5959,46.013787,-112.534853
3880,40.627824,-74.935934
1633,41.39047,-79.28512
9098,31.325695,-89.288755
2505,33.07567,-96.80594
6877,40.276707,-80.165185
1776,29.3308,-88.1019
7048,41.185282,-115.75752
8985,41.4297,-82.2633
5728,33.3255,-102.2965
8855,41.0179,-81.1046
3073,42.46139,-83.0446
8686,34.5889,-78.975
3153,39.10408,-94.68803
3431,39.233685,-108.643567
742,33.478057,-96.147923
2946,29.7574,-95.36843
5018,31.227319,-96.369935
4231,28.0851,-86.0142
7002,43.15694,-77.60186
6290,41.4844,-75.5403
3742,26.603184,-81.768787
2460,32.2511,-110.9889
72,40.17811,-79.57707
313,34.423067,-90.125564
3165,32.789533,-97.242917
8739,39.5636,-104.9335
3629,29.76001,-95.36635
8014,30.99226,-90.699203
188,33.1189,-82.8608
7864,36.0195,-119.1032
6994,37.6467,-87.5033
4253,42.37938,-71.55696
6940,40.78595,-77.82437
7419,36.1592882,-95.9964783
8833,46.764138,-89.567836
794,41.384792,-87.63704
1710,32.833812,-117.134588
5081,40.684308,-74.253147
3762,29.609774,-98.603699
6240,37.44787,-122.10351
581,36.073218,-95.922258
7414,33.447479,-111.952819
2041,30.438696,-84.332473
2690,41.371232,-88.406767
5520,32.40353,-90.1127
7335,35.111566,-113.858474
789,35.44735,-119.08652
8926,41.581327,-76.016299
2047,37.2376,-96.9619
3349,37.6252,-120.8515
8656,44.477853,-73.174801
822,39.36463,-84.168816
8302,32.688672,-96.633183
2503,33.07567,-96.80594
291,35.44545,-89.28553
6238,34.997433,-110.33908
3229,41.8508,-87.6533
429,35.973849,-120.8269231
5057,35.44735,-119.08652
450,34.0414,-117.3603
7049,39.14188,-94.398117
4381,35.61589,-88.81837
2641,35.46901,-97.51645
6209,34.21946,-119.224877
1569,38.661944,-80.862222
814,32.2961,-93.0547
3457,42.227281,-72.547189
8924,41.8358,-79.19
708,32.92548,-96.81613
5841,44.2853,-105.3841
3918,42.5497,-83.4425
2911,35.35971,-86.2096
5,35.56719,-97.49827
759,29.731639,-95.152083
3912,42.23827,-89.02598
1954,35.53376,-97.52976
3134,39.681306,-75.720694
4354,40.63155,-80.45252
408,45.45807,-98.50242
6778,38.22022,-85.82885
5026,42.3874,-72.07949
3172,44.97592,-74.34099
1881,41.690648,-73.931605
1139,29.81668,-95.24737
647,35.36353,-94.37573
8659,32.290578,-92.626216
3609,36.225,-121.1278
7551,27.942678,-98.870942
6655,40.91,-75.0789
5475,47.979964,-102.48684
3557,38.155721,-89.618035
9011,45.288333,-122.960277
8499,36.05967,-95.95785
6370,42.039162,-71.29993
5993,41.5269,-72.0631
7506,47.60443,-122.32983
4221,32.84748,-115.56677
1293,32.2173,-93.5408
918,36.0851,-95.7328
5716,32.83666,-117.152262
8019,32.060819,-88.36416
796,38.486678,-90.014531
1764,40.6941,-99.7005
6353,44.769686,-68.869458
682,21.31948,-158.116295
3911,39.4099,-84.5544
2757,35.3966,-110.3353
6391,43.371009,-96.961024
5525,32.3358,-100.9158
5490,38.48819,-90.02755
1961,38.37775,-75.49634
4450,41.029733,-87.86593
4664,41.67748,-87.57281
8314,33.621523,-86.602293
1871,29.7574,-95.36843
3524,30.497528,-88.942694
5709,33.504378,-111.787864
7456,35.4698,-97.51477
5324,44.9503,-74.8928
6973,39.2369,-76.5133
5904,39.964697,-80.51977
2029,35.7352485,-80.2321313
717,30.25898,-97.75186
3899,29.75815,-95.36783
5805,31.8326,-94.9006
3807,21.30042,-157.85149
2052,31.530954,-87.891408
2597,29.700264,-95.036967
4818,39.982525,-74.771594
8100,30.158611,-93.347778
2888,40.4911,-74.3958
3764,40.071976,-80.979343
4133,38.70367,-88.08588
3680,38.41,-98.8689
1406,35.44735,-119.08652
739,35.44735,-119.08652
9060,39.7434,-104.98739
7436,34.05845,-117.775114
2181,42.24668,-84.40311
7923,35.77864,-87.78661
1704,29.77791,-95.5444
8723,37.71447,-122.19347
2843,32.81216,-96.80534
1002,29.960188,-95.558799
5426,41.89142,-70.91059
6734,41.382702,-90.513397
2840,39.646803,-106.940343
2507,33.07567,-96.80594
3255,37.7328,-99.9497
7568,36.14427,-115.22733
185,41.151282,-81.559298
6629,31.881015,-93.466108
619,39.574909,-75.469493
2023,32.266538,-107.758404
5921,29.261336,-97.786582
5919,35.07592,-85.277367
1059,36.85812,-88.35076
2017,37.667503,-95.440143
1405,38.753679,-90.158302
2724,29.75894,-95.37096
3537,29.7586,-82.3883
3293,32.80501,-108.08568
2177,30.31203,-95.425376
5573,36.61977,-88.29808
3224,35.481198,-97.660237
3214,35.15283,-86.57571
7404,43.439384,-84.071709
5925,40.2877,-94.7913
3286,37.5103298,-90.3371889
2442,37.58,-84.75
7862,31.591669,-96.22139
8196,33.04887,-97.03545
1855,42.52737,-92.44079
5766,38.088,-121.3871
5768,42.49,-79.35
3104,64.737264,-147.34844
5074,37.2175,-88.8658
1152,34.198911,-86.165739
8422,39.434169,-77.446668
3909,42.23993,-89.07227
5556,38.31337,-81.57088
5419,41.58758,-93.62616
5977,48.379169,-105.616379
8212,41.258852,-73.000946
5249,43.90749,-70.00248
197,47.3567,-120.1273
8882,30.74975,-94.43528
8254,26.6125,-80.0678
4735,37.327458,-109.017552
8655,43.66108,-72.9926
6058,47.50473,-122.78081
26,35.46735,-97.5145
2511,40.024535,-105.027726
3776,41.9923,-70.89789
9094,39.6166715,-104.8746508
3507,41.252937,-95.886225
6121,41.662231,-88.03786
4401,38.39,-86.93
2459,42.0269,-93.5828
1545,35.3515611,-119.0576298
4182,40.1272,-74.7111
5417,41.54444,-90.45061
1717,37.00249,-89.16794
2385,44.51884,-109.05642
7564,32.24943,-90.16217
7334,40.74315,-81.39866
2913,39.60972,-75.82914
7740,36.919429,-82.794549
5971,48.175923,-106.59291
7142,39.532894,-87.426301
298,45.653597,-88.386651
434,36.2615718,-120.4357631
4090,35.81884,-88.9183
8311,42.793889,-88.382199
802,60.693619,-151.387377
6958,42.5011,-110.4228
5767,41.43107,-97.34489
2036,40.94284,-87.15426
1008,39.297028,-85.219083
6321,45.51586,-122.67514
4026,41.1269,-74.1653
7557,41.4278,-74.4186
1762,37.83178,-81.669253
7821,32.91593,-96.77249
2012,38.84617,-91.949021
2991,29.75608,-95.36433
2213,27.811441,-97.431765
1204,40.669608,-76.380716
3070,42.56519,-83.03771
1948,36.7711,-76.3019
2864,41.6713,-81.4432
6783,33.452402,-94.315567
8247,40.3061,-75.9081
2646,28.380458,-91.471557
6047,35.4185,-119.0112
328,39.652127,-84.186718
1749,39.0531,-121.6939
1894,38.525951,-89.983258
5463,35.335609,-114.192185
2949,33.07805,-96.82229
7490,39.9425,-75.1883
5494,35.47313,-115.528419
6456,43.6861,-92.0917
5093,47.586907,-92.234192
3798,21.310595,-158.10339
995,32.7871,-96.80262
41,37.83442,-94.330397
8816,41.19477,-80.49227
6127,29.72613,-95.10802
1300,32.84855,-83.15941
8999,40.279858,-81.863097
8801,30.21937,-93.32541
683,37.16376,-93.34117
2099,37.9628,-86.7917
2826,34.00591,-118.19432
2633,33.87461,-118.16412
2948,29.7574,-95.36843
6894,43.44533,-83.88372
3388,33.137827,-91.96203
5730,37.29945,-100.8691
1906,38.6853,-91.7556
9242,30.455658,-102.719719
3670,35.430666,-92.60871
583,36.073218,-95.922258
778,29.602012,-91.52483
528,39.010113,-83.026022
9142,34.1681163,-97.1359377
9150,32.509272,-97.309817
8086,40.680557,-80.111674
8080,40.093611,-76.081944
9143,34.4135,-96.2954
3907,39.901049,-80.306974
3811,35.3515,-82.49791
24,35.56719,-97.49827
9145,31.4378,-96.2618
30,36.072617,-95.923102
784,30.370671,-97.746296
9234,35.440118,-92.326468
438,34.310556,-119.292778
579,39.75256,-104.99887
3910,34.9806,-90.8722
518,37.1183,-79.2726
3834,34.00667,-117.28667
521,44.169,-106.1393
3689,46.4378,-89.8267
8613,33.6281,-96.3678
781,31.5436,-88.64131
580,39.75256,-104.99887
9239,37.21022,-76.45366
3908,40.2696,-104.724297
8377,29.375556,-94.949444
3903,34.260313,-83.788611
3671,35.492452,-92.707777
9240,39.137472,-121.64391
9146,34.245324,-97.034331
9206,36.9955,-101.0875
3691,45.09508,-93.43712
9250,31.795396,-94.179048
3668,37.6762,-81.3683
8632,39.5075,-107.6464
9245,41.747994,-75.748778
9246,39.2246,-80.556
8633,39.4917,-107.7089
8444,35.91239,-98.36044
82,35.757778,-100.486433
594,38.35082,-81.63328
9249,36.07261,-95.9231
3900,29.7583,-95.36808
8635,44.8667017,-108.8149338
774,17.9631,-66.1503
8103,30.21821,-92.50929
86,35.7655,-117.3821
9203,31.5146,-96.2576
3618,47.0539,-104.74
3604,40.552725,-78.978582
9121,45.04796,-93.61874
8040,36.6432,-107.3553
9120,40.70061,-73.94172
421,37.5350396,-120.9646866
502,33.1991,-97.4179
8630,39.15,-75.5466
9202,35.351308,-92.046915
8629,40.0197,-105.202
8624,46.56937,-111.90459
531,35.524086,-97.52574
532,34.299629,-84.396084
3902,29.7583,-95.36808
9153,40.7802,-79.83761
537,43.060408,-88.225005
8092,13.541741,144.807727
8615,41.97389,-76.52394
9141,31.454878,-96.21636
3840,28.0142,-82.2979
9140,31.287565,-96.410503
8094,39.0831,-84.8581
7,35.46734,-97.51406
9139,32.877068,-97.545294
9205,35.37656,-92.080705
772,43.94,-69.82
3810,36.1454,-99.0131
543,29.77,-95.37
3842,33.912788,-81.070486
3714,42.6789,-76.9483
3669,35.458523,-92.60289
79,37.78682,-97.53099
9151,37.0588,-104.8765
9230,35.477639,-92.311891
9154,31.5399,-96.225
558,37.68599,-97.34091
9223,38.558333,-121.575833
14,36.8118,-107.4036
499,35.43104,-94.34634
13,36.7452,-107.4455
9226,34.6919,-97.5972
559,37.68599,-97.34091
480,39.4883,-79.6367
8497,39.93189,-79.67037
8048,33.631006,-90.691099
560,37.68599,-97.34091
45,35.56719,-97.49827
8496,33.302653,-92.587913
8491,39.56438,-104.86508
8109,31.5107284988,-102.65126369
49,42.7553,-86.0853
3820,40.631622,-80.54632
503,44.3085,-91.9106
51,29.78111,-95.62893
3708,37.3636,-87.1214
8050,30.110235,-93.282678
55,35.513564,-97.578898
486,41.4485,-72.834
3687,43.1519,-83.5625
3556,40.148054,-110.095743
508,35.393611,-119.0525
8528,40.542087,-79.835308
797,32.598567,-97.555872
8529,40.443988,-79.966762
8419,47.516185,-111.190594
8526,33.208088,-97.159647
8043,32.61825,-91.57625
19,36.0613546,-95.9515399
8535,39.807295,-81.467899
18,36.9569,-107.6631
3599,41.739903,-75.611522
17,36.9313,-107.5604
3612,35.939776,-78.863888
3682,45.270131,-84.729197
15,36.8363,-107.4199
556,40.0529,-85.7389
8033,32.737917,-96.973278
22,35.46734,-97.51406
557,37.68599,-97.34091
504,37.873822,-81.893448
3917,32.09,-94.2572
8507,38.959019,-94.576569
8489,40.76497,-111.92439
8430,43.536105,-112.945204
578,39.75256,-104.99887
8583,39.33902,-80.66924
9165,32.61566,-97.328478
9164,32.59173,-97.21573
3846,35.697222,-100.342222
9204,32.6519191,-97.5030669
9163,34.1492,-96.7879
9162,39.8933,-108.1947
9161,35.292168,-91.833698
9229,35.424144,-92.273448
9159,31.4886,-96.2929
9158,31.1858,-96.4629
9157,32.95337,-97.439965
577,39.75256,-104.99887
9156,32.92383,-97.459773
3602,32.978219,-112.953541
9155,32.50419,-97.14992
8484,43.07034,-89.4057
11,35.56719,-97.49827
8589,36.78576,-76.20357
3814,37.6785,-77.5686
9233,35.410174,-92.341398
8067,35.476,-86.474389
8063,30.802191,-94.407695
463,37.03723,-88.351153
3819,39.42942,-91.03289
8059,36.045293,-83.809799
8486,43.078689,-87.877823
3616,37.3704,-80.8639
8570,35.69663,-98.66358
3915,35.476692,-91.69148
3551,45.48928,-119.848917
567,42.797116,-105.312477
57,35.46734,-97.51406
568,39.9951,-109.4712
9228,35.459614,-92.268568
62,35.46735,-97.5145
69,30.0158,-90.0258
9170,32.680716,-97.554456
9169,31.6046,-96.2909
466,38.605823,-87.5198011
9168,31.6145,-96.2082
570,43.018663,-105.261432
3816,29.897358,-92.066751
8580,45.6547463,-94.2376146
8058,35.281891,-92.429542
8485,43.07611,-89.42518
9167,31.6472,-96.233
599,39.67,-105.0028
8907,32.445575,-97.56806
3861,39.467984,-107.926867
8842,41.5674,-75.946324
8987,32.55844,-92.18585
8219,40.41011,-104.684424
8818,43.343611,-72.378056
8825,26.287222,-80.159722
8829,41.512771,-87.186801
3877,37.678217,-101.032367
8831,40.58618,-83.15968
8221,41.72503,-76.806397
633,28.62348,-97.99428
8841,32.23,-93.3453
3646,43.0612,-86.23667
634,28.651637,-98.000845
8844,39.850311,-108.482382
8218,40.441466,-104.687297
636,28.62348,-97.99428
8976,35.50126,-92.2282
8850,35.885965,-87.086074
8854,42.246484,-83.558607
8975,35.46143,-92.18103
8973,37.966372,-122.392883
8856,35.59724,-92.71701
8226,40.331944,-80.378333
8229,33.76758,-118.19302
8300,31.99744,-102.07875
8230,34.6604,-97.6172
8968,40.6953,-73.3497
8815,37.24052,-94.82924
8989,39.579643,-110.450042
8232,44.203256,-106.219486
9017,32.19855,-93.483151
8784,37.3062,-95.1118
171,30.20578,-90.99383
8200,39.73021,-84.2161
172,37.913056,-121.261944
8316,39.144,-79.4797
8315,46.323753,-117.972437
8790,42.2804,-85.6065
9027,39.59751,-80.86879
8793,31.504705,-103.139435
177,38.495556,-82.665556
319,32.2995,-103.4539
3651,36.29621,-95.331165
8205,43.10343,-75.24414
8216,41.66314,-83.61006
3775,30.28724,-97.73589
8313,36.7466,-107.699
8210,42.36429,-71.1148
9005,41.43539,-72.09902
3746,32.67155,-92.08936
3633,38.2271,-121.844
8997,39.15693,-84.4239
8993,42.5872,-72.0247
3634,32.019382,-97.135938
8992,39.4903,-75.0486
206,46.78592,-92.099
8215,41.62121,-83.61621
691,39.70545,-75.44815
8967,40.4906,-74.2814
713,40.690983,-80.963356
263,32.0414,-102.6808
8934,38.79706,-77.17961
244,35.329352,-106.525777
8932,40.1918716,-80.1205256
8881,41.98452,-88.28048
8284,31.789875,-94.75904
650,30.16115,-95.45389
8883,35.26285,-92.275965
257,41.3989,-83.6411
8887,39.74846,-104.99402
258,40.7167,-82.789
259,41.4077,-84.1092
3644,33.168391,-97.850395
264,41.891389,-84.0175
8937,39.62667,-83.50889
8891,32.02899,-102.08512
8263,40.81805,-73.66666
8264,40.867708,-73.251183
8265,34.172,-83.63866
8916,33.618496,-87.606817
664,40.176681,-81.076199
8915,38.9917,-84.2981
3570,29.7583,-95.36808
8912,32.399551,-97.200581
8269,31.5733,-96.9642
660,40.9289,-79.4658
8908,31.159975,-103.104845
8879,30.215,-93.329722
672,44.693959,-105.9777507593622
216,35.618663,-100.14948
8947,42.5428,-70.9236
8965,40.193897,-80.357246
8964,36.1522,-120.1481
8233,44.131417,-105.712904
8955,43.63102,-88.73342
639,28.62348,-97.99428
686,39.24085,-82.12428
8860,44.061804,-88.571303
8297,40.855278,-80.102778
8296,39.949,-75.1557
8237,39.18449,-80.496216
8862,42.15908,-89.06271
8948,41.825412,-76.834044
3765,29.784469,-91.732949
8878,35.692133,-100.229736
8239,35.442669,-91.604995
8240,35.38831,-91.65761
8241,28.502379,-98.51388
8242,37.180421,-81.898908
3568,41.5001,-87.5958
8943,36.05967,-95.95785
8291,39.938047,-81.530011
8290,39.5617,-119.5175
8249,18.370711,-66.26392
681,41.9086,-80.7697
243,37.824771,-85.43001
8289,33.48562,-111.819534
9035,40.43566,-122.26898
8194,40.49683,-79.8759
3804,32.59959,-103.96791
743,35.4142,-118.9491
3619,40.8269,-73.6479
748,39.369139,-108.06329
8138,41.592551,-109.753909
747,44.168462,-105.8914953739602
8675,36.8703,-76.3519
3894,41.45731,-77.04759
8142,35.611363,-100.215158
397,43.7014,-92.9626
8682,46.670075,-92.238976
3893,38.124888,-84.501244
3800,21.305722,-157.864111
3666,45.788823,-119.79989
604,33.36792,-79.29486
9100,39.3672,-81.3006
8690,42.893674,-88.18643
8694,29.733423,-95.432579
3622,32.44279,-93.52574
8698,39.101,-122.1075
606,41.6515,-87.458694
3623,32.39568,-97.49239
3890,42.77866,-105.38057
8702,37.489917,-120.903595
735,28.023034,-99.941289
9078,37.8807,-84.2634
8157,30.366667,-101.833333
8703,38.97361,-77.02691
3724,41.79303,-76.21616
8667,38.4878,-75.8208
8708,40.8249,-75.0179
8652,40.1781,-87.7481
8110,29.75815,-95.36783
9119,44.9896569,-68.0875809
8366,41.522203,-71.307809
9116,40.140792,-109.49432
8114,32.45066552,-103.1920411
8115,31.50074137,-102.5964458
8646,37.85432,-121.42181
9115,34.65927,-96.11096
9114,38.2282,-122.076
94,48.910797,-97.888743
8365,32.3386,-80.6864
8119,32.859032,-99.221166
8120,33.30305276,-97.40378839
9101,37.7709,-88.38609
9106,32.481425,-97.510569
8122,29.761667,-93.609722
8124,31.51513611,-102.538705
8125,29.8350987,-89.8130356
8126,33.314599642,-97.7712378808
8364,32.445575,-97.56806
8128,33.29339423,-97.46272988
8657,34.92527,-95.91388
8660,27.6311,-80.3758
756,34.1577811,-84.8776392
407,36.996156,-101.382671
601,32.769706,-97.262894
8339,42.00089,-95.38216
3624,29.908422,-93.91986
151,33.5472,-81.67341
8326,40.095043,-79.993329
3737,29.77,-95.37
9053,39.97,-109.3857
3788,43.773522,-105.78076765
